description;movementType;paymentType;customPaymentType;amount;category;subCategory;billNumber;billDate;entityName;entityCuitCuil;selectedTaxes;selectedTaxesPercetages;isTaxPayment;relatedTaxId;check
;;;;;;;;;;;;;;
